collectionAssignmentId;collectorName;producerName;collectionDate;pointName;volumen
12329;Lucas Wong;Christopher Wilson;4/6/2023;Denver;717
12330;Isabella Jackson;Christopher Wilson;4/6/2023;Orlando;396
12331;Samantha Lee;Christopher Wilson;4/6/2023;Denver;511
12332;Sophia Nguyen;Christopher Wilson;4/6/2023;San Francisco;301
12333;John Smith;Christopher Wilson;4/6/2023;San Francisco;866
12334;Michael Kim;Christopher Wilson;4/6/2023;San Francisco;699
12335;Emily Chen;Christopher Wilson;4/6/2023;Washington, D.C.;165
12336;Samantha Lee;Christopher Wilson;4/6/2023;Orlando;373
12337;Isabella Jackson;Christopher Wilson;4/6/2023;New York;353
12338;Robert Johnson;Christopher Wilson;4/6/2023;Indianapolis;909
12339;Lucas Wong;Christopher Wilson;4/6/2023;New York;980
12340;Samantha Lee;Christopher Wilson;4/6/2023;Indianapolis;29
12341;William Rodriguez;Christopher Wilson;4/6/2023;Los Angeles;40
12342;Ethan Wilson;Christopher Wilson;4/6/2023;Los Angeles;742
12343;Samantha Lee;Christopher Wilson;4/6/2023;New York;672
12344;Michael Kim;Christopher Wilson;4/6/2023;Houston;34
12345;Samantha Lee;Christopher Wilson;4/6/2023;Boston;621
12346;Samantha Lee;Christopher Wilson;4/6/2023;Indianapolis;44
12347;Emily Chen;Christopher Wilson;4/6/2023;Seattle;81
12348;Emily Chen;Christopher Wilson;4/6/2023;Washington, D.C.;517
12349;Lucas Wong;Christopher Wilson;4/6/2023;Washington, D.C.;806
12350;Isabella Jackson;Christopher Wilson;4/6/2023;Miami;383
12351;Benjamin Kim;Christopher Wilson;4/6/2023;San Francisco;731
12352;Sophia Nguyen;Christopher Wilson;4/6/2023;Orlando;706
12353;Olivia Davis;Christopher Wilson;4/6/2023;Washington, D.C.;342
12354;Jane Doe;Christopher Wilson;4/6/2023;Boston;315
12355;William Rodriguez;Christopher Wilson;4/6/2023;Los Angeles;316
12356;Benjamin Kim;Christopher Wilson;4/6/2023;Boston;617
12357;Sophia Nguyen;Christopher Wilson;4/6/2023;New York;6
12358;Benjamin Kim;Christopher Wilson;4/6/2023;Houston;336
12359;Samantha Lee;Christopher Wilson;4/6/2023;Seattle;557
12360;Michael Kim;Christopher Wilson;4/6/2023;Seattle;150
12361;Lucas Wong;Christopher Wilson;4/6/2023;Miami;981
12362;John Smith;Christopher Wilson;4/6/2023;New York;202
12363;Lucas Wong;Christopher Wilson;4/6/2023;Philadelphia;905
12364;Avery Brown;Christopher Wilson;4/6/2023;Houston;941
12365;Samantha Lee;Christopher Wilson;4/6/2023;Houston;389
12366;Lucas Wong;Christopher Wilson;4/6/2023;Atlanta;81
12367;Olivia Davis;Christopher Wilson;4/6/2023;Miami;251
12368;Michael Kim;Christopher Wilson;4/6/2023;Philadelphia;956
12369;Thomas Martinez;Christopher Wilson;4/6/2023;Kansas City;367
12370;Avery Brown;Christopher Wilson;4/6/2023;Orlando;46
12371;Benjamin Kim;Christopher Wilson;4/6/2023;Indianapolis;731
12372;Lucas Wong;Christopher Wilson;4/6/2023;San Francisco;235
12373;Avery Brown;Christopher Wilson;4/6/2023;Atlanta;226
12374;Samantha Lee;Christopher Wilson;4/6/2023;Boston;555
12375;William Rodriguez;Christopher Wilson;4/6/2023;Denver;814
12376;Ethan Wilson;Christopher Wilson;4/6/2023;Denver;83
12377;Avery Brown;Christopher Wilson;4/6/2023;Atlanta;392
12378;Sophia Nguyen;Christopher Wilson;4/6/2023;Boston;650
12379;Ethan Wilson;Christopher Wilson;4/6/2023;Orlando;653
12380;John Smith;Christopher Wilson;4/6/2023;Philadelphia;598
12381;Michael Kim;Christopher Wilson;4/6/2023;Philadelphia;94
12382;Robert Johnson;Christopher Wilson;4/6/2023;Denver;666
12383;Avery Brown;Christopher Wilson;4/6/2023;Miami;222
12384;Jane Doe;Christopher Wilson;4/6/2023;New York;432
12385;Lucas Wong;Christopher Wilson;4/6/2023;Denver;343
12386;Ethan Wilson;Christopher Wilson;4/6/2023;Los Angeles;790
12387;Robert Johnson;Christopher Wilson;4/6/2023;Houston;465
12388;Isabella Jackson;Christopher Wilson;4/6/2023;Boston;722
12389;John Smith;Christopher Wilson;4/6/2023;Seattle;997
12390;Emily Chen;Christopher Wilson;4/6/2023;Kansas City;717
12391;Avery Brown;Christopher Wilson;4/6/2023;Boston;612
12392;Samantha Lee;Christopher Wilson;4/6/2023;Chicago;550
12393;Olivia Davis;Christopher Wilson;4/6/2023;Orlando;568
12394;Ethan Wilson;Christopher Wilson;4/6/2023;Denver;161
12395;Jane Doe;Christopher Wilson;4/6/2023;Houston;340
12396;Ethan Wilson;Christopher Wilson;4/6/2023;Orlando;905
12397;Sophia Nguyen;Christopher Wilson;4/6/2023;Houston;156
12398;William Rodriguez;Christopher Wilson;4/6/2023;Miami;681
12399;Avery Brown;Christopher Wilson;4/6/2023;Washington, D.C.;273
12400;Thomas Martinez;Christopher Wilson;4/6/2023;Indianapolis;427
12401;Isabella Jackson;Christopher Wilson;4/6/2023;Washington, D.C.;559
12402;John Smith;Christopher Wilson;4/6/2023;Philadelphia;36
12403;Ethan Wilson;Christopher Wilson;4/6/2023;Denver;996
12404;Jane Doe;Christopher Wilson;4/6/2023;San Francisco;816
12405;Avery Brown;Christopher Wilson;4/6/2023;New York;198
12406;John Smith;Christopher Wilson;4/6/2023;Seattle;234
12407;Ethan Wilson;Christopher Wilson;4/6/2023;Washington, D.C.;460
12408;William Rodriguez;Christopher Wilson;4/6/2023;Kansas City;618
12409;Michael Kim;Christopher Wilson;4/6/2023;Boston;165
12410;Ethan Wilson;Christopher Wilson;4/6/2023;Kansas City;894
12411;Sophia Nguyen;Christopher Wilson;4/6/2023;Boston;282
12412;John Smith;Christopher Wilson;4/6/2023;Philadelphia;348
12413;John Smith;Christopher Wilson;4/6/2023;Los Angeles;953
12414;Olivia Davis;Christopher Wilson;4/6/2023;Los Angeles;165
12415;Lucas Wong;Christopher Wilson;4/6/2023;Houston;876
12416;Emily Chen;Christopher Wilson;4/6/2023;Washington, D.C.;660
12417;Lucas Wong;Christopher Wilson;4/6/2023;Chicago;212
12418;Olivia Davis;Christopher Wilson;4/6/2023;Philadelphia;490
12419;John Smith;Christopher Wilson;4/6/2023;Houston;756
12420;Emily Chen;Christopher Wilson;4/6/2023;Houston;466
12421;Avery Brown;Christopher Wilson;4/6/2023;San Francisco;799
12422;Sophia Nguyen;Christopher Wilson;4/6/2023;Boston;309
12423;Lucas Wong;Christopher Wilson;4/6/2023;Los Angeles;172
12424;Lucas Wong;Christopher Wilson;4/6/2023;Denver;385
12425;Benjamin Kim;Christopher Wilson;4/6/2023;Denver;953
12426;Olivia Davis;Christopher Wilson;4/6/2023;New York;461
12427;Michael Kim;Christopher Wilson;4/6/2023;Orlando;713
12428;Avery Brown;Christopher Wilson;4/6/2023;Los Angeles;752
12429;Olivia Davis;Christopher Wilson;4/6/2023;Philadelphia;586
12430;John Smith;Christopher Wilson;4/6/2023;Los Angeles;479
12431;Sophia Nguyen;Christopher Wilson;4/6/2023;Miami;175
12432;Lucas Wong;Christopher Wilson;4/6/2023;Boston;260
12433;William Rodriguez;Christopher Wilson;4/6/2023;Chicago;811
12434;Benjamin Kim;Christopher Wilson;4/6/2023;Indianapolis;910
12435;Emily Chen;Christopher Wilson;4/6/2023;Philadelphia;292
12436;William Rodriguez;Christopher Wilson;4/6/2023;Washington, D.C.;998
12437;Benjamin Kim;Christopher Wilson;4/6/2023;Seattle;930
12438;William Rodriguez;Christopher Wilson;4/6/2023;Los Angeles;955
12439;Jane Doe;Christopher Wilson;4/6/2023;Denver;478
12440;Isabella Jackson;Christopher Wilson;4/6/2023;Boston;952
12441;Olivia Davis;Christopher Wilson;4/6/2023;Chicago;9
12442;Samantha Lee;Christopher Wilson;4/6/2023;Seattle;306
12443;Emily Chen;Christopher Wilson;4/6/2023;Kansas City;725
12444;Olivia Davis;Christopher Wilson;4/6/2023;Miami;568
12445;Olivia Davis;Christopher Wilson;4/6/2023;Chicago;173
12446;Sophia Nguyen;Christopher Wilson;4/6/2023;San Francisco;548
12447;Benjamin Kim;Christopher Wilson;4/6/2023;Seattle;364
12448;Benjamin Kim;Christopher Wilson;4/6/2023;San Francisco;18
12449;Sophia Nguyen;Christopher Wilson;4/6/2023;Chicago;649
12450;Avery Brown;Christopher Wilson;4/6/2023;Indianapolis;746
12451;John Smith;Christopher Wilson;4/6/2023;Los Angeles;598
12452;Isabella Jackson;Christopher Wilson;4/6/2023;Chicago;312
12453;Ethan Wilson;Christopher Wilson;4/6/2023;Seattle;251
12454;Thomas Martinez;Christopher Wilson;4/6/2023;Washington, D.C.;958
12455;Lucas Wong;Christopher Wilson;4/6/2023;Kansas City;753
12456;Samantha Lee;Christopher Wilson;4/6/2023;Washington, D.C.;120
12457;Benjamin Kim;Christopher Wilson;4/6/2023;Philadelphia;580
12458;Benjamin Kim;Christopher Wilson;4/6/2023;Philadelphia;346
12459;Benjamin Kim;Christopher Wilson;4/6/2023;Indianapolis;484
12460;Lucas Wong;Christopher Wilson;4/6/2023;Los Angeles;935
12461;William Rodriguez;Christopher Wilson;4/6/2023;Houston;368
12462;Emily Chen;Christopher Wilson;4/6/2023;Chicago;710
12463;Olivia Davis;Christopher Wilson;4/6/2023;Houston;513
12464;Avery Brown;Christopher Wilson;4/6/2023;Denver;219
12465;Benjamin Kim;Christopher Wilson;4/6/2023;Denver;428
12466;William Rodriguez;Christopher Wilson;4/6/2023;Seattle;299
12467;John Smith;Christopher Wilson;4/6/2023;Miami;281
12468;William Rodriguez;Christopher Wilson;4/6/2023;Seattle;462
12469;Samantha Lee;Christopher Wilson;4/6/2023;Atlanta;745
12470;Emily Chen;Christopher Wilson;4/6/2023;Denver;409
12471;Ethan Wilson;Christopher Wilson;4/6/2023;Los Angeles;389
12472;John Smith;Christopher Wilson;4/6/2023;Atlanta;487
12473;Sophia Nguyen;Christopher Wilson;4/6/2023;Los Angeles;330
12474;William Rodriguez;Christopher Wilson;4/6/2023;Indianapolis;186
12475;Robert Johnson;Christopher Wilson;4/6/2023;Seattle;636
12476;Thomas Martinez;Christopher Wilson;4/6/2023;Houston;523
12477;Thomas Martinez;Christopher Wilson;4/6/2023;Washington, D.C.;206
12478;Thomas Martinez;Christopher Wilson;4/6/2023;Los Angeles;496
12479;Jane Doe;Christopher Wilson;4/6/2023;New York;838
12480;Olivia Davis;Christopher Wilson;4/6/2023;New York;4
12481;Robert Johnson;Christopher Wilson;4/6/2023;New York;124
12482;John Smith;Christopher Wilson;4/6/2023;Miami;366
12483;Sophia Nguyen;Christopher Wilson;4/6/2023;Miami;267
12484;Michael Kim;Christopher Wilson;4/6/2023;Miami;134
12485;Avery Brown;Christopher Wilson;4/6/2023;New York;890
12486;Robert Johnson;Christopher Wilson;4/6/2023;Washington, D.C.;112
12487;John Smith;Christopher Wilson;4/6/2023;Atlanta;841
12488;William Rodriguez;Christopher Wilson;4/6/2023;Seattle;22
12489;Avery Brown;Christopher Wilson;4/6/2023;Miami;823
12490;Sophia Nguyen;Christopher Wilson;4/6/2023;Seattle;902
12491;Ethan Wilson;Christopher Wilson;4/6/2023;Miami;980
12492;Sophia Nguyen;Christopher Wilson;4/6/2023;New York;906
12493;Robert Johnson;Christopher Wilson;4/6/2023;Washington, D.C.;388
12494;Michael Kim;Christopher Wilson;4/6/2023;San Francisco;732
12495;Sophia Nguyen;Christopher Wilson;4/6/2023;Orlando;550
12496;Lucas Wong;Christopher Wilson;4/6/2023;Denver;955
12497;John Smith;Christopher Wilson;4/6/2023;Los Angeles;393
12498;Isabella Jackson;Christopher Wilson;4/6/2023;Kansas City;337
12499;Thomas Martinez;Christopher Wilson;4/6/2023;Los Angeles;273
12500;Robert Johnson;Christopher Wilson;4/6/2023;Orlando;613
12501;Robert Johnson;Jessica Taylor;4/6/2023;Atlanta;415
12502;Isabella Jackson;Jessica Taylor;4/6/2023;Chicago;840
12503;Robert Johnson;Jessica Taylor;4/6/2023;Atlanta;965
12504;Ethan Wilson;Jessica Taylor;4/6/2023;Chicago;774
12505;Thomas Martinez;Jessica Taylor;4/6/2023;Houston;971
12506;Thomas Martinez;Jessica Taylor;4/6/2023;Atlanta;475
12507;Michael Kim;Jessica Taylor;4/6/2023;Washington, D.C.;885
12508;Emily Chen;Jessica Taylor;4/6/2023;Washington, D.C.;1
12509;Michael Kim;Jessica Taylor;4/6/2023;Los Angeles;789
12510;Robert Johnson;Jessica Taylor;4/6/2023;Los Angeles;126
12511;Thomas Martinez;Jessica Taylor;4/6/2023;San Francisco;894
12512;Jane Doe;Jessica Taylor;4/6/2023;San Francisco;30
12513;Michael Kim;Jessica Taylor;4/6/2023;Miami;690
12514;Thomas Martinez;Jessica Taylor;4/6/2023;Orlando;441
12515;Benjamin Kim;Jessica Taylor;4/6/2023;Seattle;489
12516;Jane Doe;Jessica Taylor;4/6/2023;Chicago;161
12517;Avery Brown;Jessica Taylor;4/6/2023;Indianapolis;315
12518;John Smith;Jessica Taylor;4/6/2023;Chicago;718
12519;Lucas Wong;Jessica Taylor;4/6/2023;Chicago;360
12520;William Rodriguez;Jessica Taylor;4/6/2023;San Francisco;737
12521;Isabella Jackson;Jessica Taylor;4/6/2023;Kansas City;372
12522;Emily Chen;Jessica Taylor;4/6/2023;Miami;527
12523;Samantha Lee;Jessica Taylor;4/6/2023;Indianapolis;420
12524;Ethan Wilson;Jessica Taylor;4/6/2023;Philadelphia;282
12525;Robert Johnson;Jessica Taylor;4/6/2023;Chicago;547
12526;William Rodriguez;Jessica Taylor;4/6/2023;San Francisco;85
12527;Robert Johnson;Jessica Taylor;4/6/2023;Washington, D.C.;813
12528;William Rodriguez;Jessica Taylor;4/6/2023;Washington, D.C.;863
12529;Lucas Wong;Jessica Taylor;4/6/2023;New York;546
12530;Sophia Nguyen;Jessica Taylor;4/6/2023;Indianapolis;908
12531;Emily Chen;Jessica Taylor;4/6/2023;Boston;23
12532;Lucas Wong;Jessica Taylor;4/6/2023;Indianapolis;533
12533;Michael Kim;Jessica Taylor;4/6/2023;Atlanta;95
12534;Olivia Davis;Jessica Taylor;4/6/2023;San Francisco;32
12535;Thomas Martinez;Jessica Taylor;4/6/2023;New York;432
12536;Thomas Martinez;Jessica Taylor;4/6/2023;Kansas City;427
12537;Thomas Martinez;Jessica Taylor;4/6/2023;Philadelphia;272
12538;Lucas Wong;Jessica Taylor;4/6/2023;Chicago;383
12539;Emily Chen;Jessica Taylor;4/6/2023;Orlando;313
12540;Sophia Nguyen;Jessica Taylor;4/6/2023;New York;341
12541;John Smith;Jessica Taylor;4/6/2023;Atlanta;370
12542;Jane Doe;Jessica Taylor;4/6/2023;Boston;504
12543;Isabella Jackson;Jessica Taylor;4/6/2023;Denver;725
12544;Robert Johnson;Jessica Taylor;4/6/2023;Orlando;809
12545;Thomas Martinez;Jessica Taylor;4/6/2023;Chicago;254
12546;Thomas Martinez;Jessica Taylor;4/6/2023;Indianapolis;707
12547;Samantha Lee;Jessica Taylor;4/6/2023;Indianapolis;84
12548;Michael Kim;Jessica Taylor;4/6/2023;San Francisco;757
12549;Robert Johnson;Jessica Taylor;4/6/2023;Houston;743
12550;Jane Doe;Jessica Taylor;4/6/2023;Houston;631
12551;Thomas Martinez;Jessica Taylor;4/6/2023;Philadelphia;372
12552;William Rodriguez;Jessica Taylor;4/6/2023;Atlanta;833
12553;Samantha Lee;Jessica Taylor;4/6/2023;Miami;474
12554;John Smith;Jessica Taylor;4/6/2023;San Francisco;206
12555;Emily Chen;Jessica Taylor;4/6/2023;Seattle;355
12556;Robert Johnson;Jessica Taylor;4/6/2023;Philadelphia;183
12557;Olivia Davis;Jessica Taylor;4/6/2023;Atlanta;498
12558;John Smith;Jessica Taylor;4/6/2023;Indianapolis;886
12559;Lucas Wong;Jessica Taylor;4/6/2023;Houston;153
12560;Robert Johnson;Jessica Taylor;4/6/2023;Washington, D.C.;724
12561;Avery Brown;Jessica Taylor;4/6/2023;Indianapolis;622
12562;Olivia Davis;Jessica Taylor;4/6/2023;Orlando;121
12563;Emily Chen;Jessica Taylor;4/6/2023;Seattle;206
12564;Jane Doe;Jessica Taylor;4/6/2023;Denver;276
12565;Avery Brown;Jessica Taylor;4/6/2023;Miami;957
12566;Ethan Wilson;Jessica Taylor;4/6/2023;Philadelphia;235
12567;Sophia Nguyen;Jessica Taylor;4/6/2023;New York;242
12568;Michael Kim;Jessica Taylor;4/6/2023;Kansas City;857
12569;Olivia Davis;Jessica Taylor;4/6/2023;Philadelphia;143
12570;Thomas Martinez;Jessica Taylor;4/6/2023;Seattle;48
12571;Michael Kim;Jessica Taylor;4/6/2023;Atlanta;525
12572;Olivia Davis;Jessica Taylor;4/6/2023;Orlando;326
12573;Olivia Davis;Jessica Taylor;4/6/2023;Miami;965
12574;Benjamin Kim;Jessica Taylor;4/6/2023;Boston;321
12575;Isabella Jackson;Jessica Taylor;4/6/2023;Houston;316
12576;Robert Johnson;Jessica Taylor;4/6/2023;Philadelphia;776
12577;John Smith;Jessica Taylor;4/6/2023;Boston;684
12578;Benjamin Kim;Jessica Taylor;4/6/2023;Seattle;197
12579;Olivia Davis;Jessica Taylor;4/6/2023;Atlanta;288
12580;Samantha Lee;Jessica Taylor;4/6/2023;New York;469
12581;Ethan Wilson;Jessica Taylor;4/6/2023;Kansas City;892
12582;William Rodriguez;Jessica Taylor;4/6/2023;Denver;216
12583;Lucas Wong;Jessica Taylor;4/6/2023;Indianapolis;564
12584;Jane Doe;Jessica Taylor;4/6/2023;New York;682
12585;Ethan Wilson;Jessica Taylor;4/6/2023;Atlanta;582
12586;Robert Johnson;Jessica Taylor;4/6/2023;Washington, D.C.;428
12587;Isabella Jackson;Jessica Taylor;4/6/2023;Denver;828
12588;Benjamin Kim;Jessica Taylor;4/6/2023;Miami;375
12589;Thomas Martinez;Jessica Taylor;4/6/2023;Seattle;209
12590;Thomas Martinez;Jessica Taylor;4/6/2023;Denver;200
12591;Sophia Nguyen;Jessica Taylor;4/6/2023;Indianapolis;951
12592;Lucas Wong;Jessica Taylor;4/6/2023;Atlanta;414
12593;Sophia Nguyen;Jessica Taylor;4/6/2023;Chicago;403
12594;Jane Doe;Jessica Taylor;4/6/2023;Houston;529
12595;Isabella Jackson;Jessica Taylor;4/6/2023;Miami;537
12596;Robert Johnson;Jessica Taylor;4/6/2023;Kansas City;750
12597;Lucas Wong;Jessica Taylor;4/6/2023;Philadelphia;348
12598;Samantha Lee;Jessica Taylor;4/6/2023;Indianapolis;638
12599;Benjamin Kim;Jessica Taylor;4/6/2023;Denver;463
12600;Robert Johnson;Jessica Taylor;4/6/2023;Orlando;819
12601;Michael Kim;Jessica Taylor;4/6/2023;Boston;729
12602;Sophia Nguyen;Jessica Taylor;4/6/2023;New York;530
12603;Emily Chen;Jessica Taylor;4/6/2023;Atlanta;468
12604;Benjamin Kim;Jessica Taylor;4/6/2023;San Francisco;412
12605;John Smith;Jessica Taylor;4/6/2023;Philadelphia;246
12606;Thomas Martinez;Jessica Taylor;4/6/2023;New York;807
12607;Samantha Lee;Jessica Taylor;4/6/2023;Philadelphia;782
12608;Isabella Jackson;Jessica Taylor;4/6/2023;Denver;248
12609;Avery Brown;Jessica Taylor;4/6/2023;Boston;724
12610;Ethan Wilson;Jessica Taylor;4/6/2023;Philadelphia;861
12611;Jane Doe;Jessica Taylor;4/6/2023;Indianapolis;617
12612;Isabella Jackson;Jessica Taylor;4/6/2023;Chicago;882
12613;Michael Kim;Jessica Taylor;4/6/2023;Philadelphia;425
12614;Samantha Lee;Jessica Taylor;4/6/2023;Seattle;448
12615;Sophia Nguyen;Jessica Taylor;4/6/2023;Houston;710
12616;Benjamin Kim;Jessica Taylor;4/6/2023;Miami;633
12617;Michael Kim;Jessica Taylor;4/6/2023;Houston;423
12618;Benjamin Kim;Jessica Taylor;4/6/2023;Miami;752
12619;Robert Johnson;Jessica Taylor;4/6/2023;Kansas City;296
12620;Thomas Martinez;Jessica Taylor;4/6/2023;Miami;520
12621;Thomas Martinez;Jessica Taylor;4/6/2023;San Francisco;278
12622;Thomas Martinez;Jessica Taylor;4/6/2023;Orlando;732
12623;Ethan Wilson;Jessica Taylor;4/6/2023;Chicago;982
12624;Isabella Jackson;Jessica Taylor;4/6/2023;Kansas City;245
12625;Robert Johnson;Jessica Taylor;4/6/2023;Indianapolis;707
12626;Michael Kim;Jessica Taylor;4/6/2023;Chicago;939
12627;Samantha Lee;Jessica Taylor;4/6/2023;San Francisco;228
12628;Ethan Wilson;Jessica Taylor;4/6/2023;Denver;579
12629;Sophia Nguyen;Jessica Taylor;4/6/2023;Orlando;756
12630;Benjamin Kim;Jessica Taylor;4/6/2023;San Francisco;498
12631;Lucas Wong;Jessica Taylor;4/6/2023;San Francisco;660
12632;Olivia Davis;Jessica Taylor;4/6/2023;Seattle;144
12633;Thomas Martinez;Jessica Taylor;4/6/2023;Indianapolis;416
12634;Jane Doe;Jessica Taylor;4/6/2023;Atlanta;293
12635;Benjamin Kim;Jessica Taylor;4/6/2023;Boston;217
12636;Thomas Martinez;Jessica Taylor;4/6/2023;Seattle;712
12637;John Smith;Jessica Taylor;4/6/2023;Indianapolis;777
12638;Jane Doe;Jessica Taylor;4/6/2023;Seattle;70
12639;Emily Chen;Jessica Taylor;4/6/2023;Kansas City;458
12640;John Smith;Jessica Taylor;4/6/2023;New York;631
12641;Jane Doe;Jessica Taylor;4/6/2023;Seattle;705
12642;Samantha Lee;Jessica Taylor;4/6/2023;New York;137
12643;Olivia Davis;Jessica Taylor;4/6/2023;Kansas City;441
12644;Ethan Wilson;Jessica Taylor;4/6/2023;Miami;325
12645;Isabella Jackson;Jessica Taylor;4/6/2023;Houston;116
12646;Samantha Lee;Jessica Taylor;4/6/2023;Orlando;424
12647;Isabella Jackson;Jessica Taylor;4/6/2023;New York;726
12648;Emily Chen;Jessica Taylor;4/6/2023;Denver;55
12649;Thomas Martinez;Jessica Taylor;4/6/2023;Atlanta;284
12650;John Smith;Jessica Taylor;4/6/2023;Philadelphia;865
12651;Ethan Wilson;Jessica Taylor;4/6/2023;Atlanta;875
12652;Robert Johnson;Jessica Taylor;4/6/2023;Chicago;359
12653;Benjamin Kim;Jessica Taylor;4/6/2023;Indianapolis;405
12654;Sophia Nguyen;Jessica Taylor;4/6/2023;Washington, D.C.;618
12655;Avery Brown;Jessica Taylor;4/6/2023;Orlando;338
12656;Avery Brown;Jessica Taylor;4/6/2023;Los Angeles;108
12657;Lucas Wong;Jessica Taylor;4/6/2023;Chicago;184
12658;Samantha Lee;Jessica Taylor;4/6/2023;New York;7
12659;Sophia Nguyen;Jessica Taylor;4/6/2023;Kansas City;971
12660;Michael Kim;Jessica Taylor;4/6/2023;Boston;419
12661;Sophia Nguyen;Jessica Taylor;4/6/2023;Denver;635
12662;Olivia Davis;Jessica Taylor;4/6/2023;Orlando;868
12663;Samantha Lee;Jessica Taylor;4/6/2023;Houston;911
12664;John Smith;Jessica Taylor;4/6/2023;Philadelphia;158
12665;Michael Kim;Jessica Taylor;4/6/2023;Denver;495
12666;Thomas Martinez;Jessica Taylor;4/6/2023;Houston;224
12667;Isabella Jackson;Jessica Taylor;4/6/2023;Orlando;407
12668;Thomas Martinez;Jessica Taylor;4/6/2023;New York;601
12669;Jane Doe;Jessica Taylor;4/6/2023;Houston;22
12670;Thomas Martinez;Jessica Taylor;4/6/2023;San Francisco;166
12671;Avery Brown;Jessica Taylor;4/6/2023;Atlanta;844
12672;Robert Johnson;Jessica Taylor;4/6/2023;San Francisco;222
12673;Olivia Davis;Jessica Taylor;4/6/2023;Philadelphia;609
12674;William Rodriguez;Jessica Taylor;4/6/2023;Seattle;497
12675;Ethan Wilson;Jessica Taylor;4/6/2023;New York;223
12676;Samantha Lee;Jessica Taylor;4/6/2023;Denver;908
12677;Ethan Wilson;Jessica Taylor;4/6/2023;Miami;2
12678;Sophia Nguyen;Jessica Taylor;4/6/2023;Miami;922
12679;Isabella Jackson;Jessica Taylor;4/6/2023;Atlanta;811
12680;Lucas Wong;Jessica Taylor;4/6/2023;Philadelphia;412
12681;Thomas Martinez;Jessica Taylor;4/6/2023;Atlanta;521
12682;Emily Chen;Jessica Taylor;4/6/2023;Atlanta;55
12683;Olivia Davis;Jessica Taylor;4/6/2023;Philadelphia;105
12684;John Smith;Jessica Taylor;4/6/2023;Seattle;840
12685;Emily Chen;Jessica Taylor;4/6/2023;Seattle;640
12686;Ethan Wilson;Jessica Taylor;4/6/2023;Indianapolis;639
12687;Olivia Davis;Jessica Taylor;4/6/2023;Miami;601
12688;Ethan Wilson;Jessica Taylor;4/6/2023;New York;370
12689;Avery Brown;Jessica Taylor;4/6/2023;Philadelphia;399
12690;Samantha Lee;Jessica Taylor;4/6/2023;Atlanta;992
12691;Benjamin Kim;Jessica Taylor;4/6/2023;Washington, D.C.;359
12692;Michael Kim;Jessica Taylor;4/6/2023;Chicago;850
12693;Samantha Lee;Jessica Taylor;4/6/2023;Los Angeles;92
12694;Samantha Lee;Jessica Taylor;4/6/2023;Los Angeles;579
12695;William Rodriguez;Jessica Taylor;4/6/2023;Chicago;751
12696;Robert Johnson;Jessica Taylor;4/6/2023;Orlando;241
12697;Thomas Martinez;Jessica Taylor;4/6/2023;Atlanta;326
12698;Robert Johnson;Jessica Taylor;4/6/2023;Boston;466
12699;Benjamin Kim;Jessica Taylor;4/6/2023;Miami;15
12700;Avery Brown;Jessica Taylor;4/6/2023;Kansas City;803
12701;Thomas Martinez;Jessica Taylor;4/6/2023;Houston;258
12702;Jane Doe;Jessica Taylor;4/6/2023;Houston;976
12703;William Rodriguez;Jessica Taylor;4/6/2023;Washington, D.C.;190
12704;Robert Johnson;Jessica Taylor;4/6/2023;Houston;340
12705;Emily Chen;Jessica Taylor;4/6/2023;New York;471
12706;Olivia Davis;Jessica Taylor;4/6/2023;Indianapolis;610
12707;Michael Kim;Jessica Taylor;4/6/2023;Houston;613
12708;Ethan Wilson;Jessica Taylor;4/6/2023;San Francisco;751
12709;Olivia Davis;Jessica Taylor;4/6/2023;Indianapolis;17
12710;Benjamin Kim;Jessica Taylor;4/6/2023;Philadelphia;642
12711;John Smith;Jessica Taylor;4/6/2023;Miami;713
12712;Lucas Wong;Jessica Taylor;4/6/2023;San Francisco;82
12713;Ethan Wilson;Jessica Taylor;4/6/2023;Kansas City;6
12714;Samantha Lee;Jessica Taylor;4/6/2023;New York;397
12715;Ethan Wilson;Jessica Taylor;4/6/2023;Chicago;960
12716;Jane Doe;Jessica Taylor;4/6/2023;Seattle;882
12717;Thomas Martinez;Jessica Taylor;4/6/2023;Indianapolis;475
12718;Michael Kim;Jessica Taylor;4/6/2023;Indianapolis;208
12719;Jane Doe;Jessica Taylor;4/6/2023;Seattle;887
12720;Emily Chen;Jessica Taylor;4/6/2023;Miami;202
12721;Isabella Jackson;Jessica Taylor;4/6/2023;Indianapolis;267
12722;Thomas Martinez;Jessica Taylor;4/6/2023;New York;781
12723;Lucas Wong;Jessica Taylor;4/6/2023;Orlando;626
12724;Emily Chen;Jessica Taylor;4/6/2023;Miami;903
12725;Avery Brown;Jessica Taylor;4/6/2023;Orlando;483
12726;John Smith;Jessica Taylor;4/6/2023;Indianapolis;570
12727;John Smith;Jessica Taylor;4/6/2023;Philadelphia;435
12728;Olivia Davis;Jessica Taylor;4/6/2023;Indianapolis;346
12729;Emily Chen;Jessica Taylor;4/6/2023;Washington, D.C.;953
12730;Olivia Davis;Jessica Taylor;4/6/2023;Houston;436
12731;William Rodriguez;Jessica Taylor;4/6/2023;Kansas City;618
12732;Samantha Lee;Jessica Taylor;4/6/2023;Indianapolis;325
12733;Jane Doe;Jessica Taylor;4/6/2023;Miami;242
12734;Jane Doe;Jessica Taylor;4/6/2023;Indianapolis;905
